Fecha,Percentil equiponderado 71.63,Percentil ponderado 69.56,"Media Truncada Equiponderada (35.29, 93.4)","Media Truncada Ponderada (34.19, 93.0)","Inflación de exclusión dinámica (1.03, 3.42)","Exclusión fija de gastos básicos IPC (9, 6)",MAI óptima ABSME 2018,"MAI (FP,5,[0.28, 0.52, 0.71, 0.84])","MAI (G,5,[0.31, 0.45, 0.72, 0.83])","MAI (F,10,[0.2, 0.23, 0.34, 0.42, 0.52, 0.61, 0.69, 0.75, 0.86])"
01/07/2020,265.0787,263.38748,276.31192,279.68054,269.75208,258.11044,260.70898,259.02444,263.5525,255.87418
01/08/2020,265.6274,263.6725,276.962,280.24243,270.21027,257.71683,261.11185,259.48395,263.87384,256.16574
01/09/2020,266.2003,263.82526,277.66266,280.54523,270.2616,258.83472,261.36353,259.9622,263.7605,256.538
01/10/2020,266.73193,264.0425,278.30902,280.8815,270.12097,260.56604,261.49625,260.27448,263.59055,256.82007
01/11/2020,267.45035,264.85956,279.08353,281.6997,270.70776,261.39548,262.12643,260.77744,264.45038,257.342
01/12/2020,267.94122,264.98804,279.8296,282.108,271.47464,262.97684,262.41812,261.2728,264.43103,257.5789
01/01/2021,268.6695,265.91367,280.6899,283.3139,273.04965,263.32452,263.37045,261.96472,265.8556,257.97934
01/02/2021,269.5129,266.63528,281.5864,284.20435,274.02283,264.74048,264.1337,262.64258,266.7633,258.66605
01/03/2021,270.35382,267.98465,282.38504,285.52768,274.909,266.3055,264.9993,263.19257,268.17908,258.97522
01/04/2021,270.8986,268.6157,283.01227,286.23068,275.5758,267.24695,265.37915,263.50067,268.6584,259.43494
01/05/2021,271.54163,269.22888,283.6524,286.91693,276.26877,267.81546,265.8369,263.89517,269.19623,259.93472
01/06/2021,272.04297,269.43784,284.1408,287.34225,276.74326,268.53262,265.97238,264.0442,269.27472,260.28876
01/07/2021,272.69427,270.03226,284.7879,288.07852,277.3519,269.09714,266.36008,264.39233,269.70844,260.77045
01/08/2021,273.73035,270.85287,285.68558,288.8662,278.0762,269.49588,267.11603,265.174,270.4254,261.48343
01/09/2021,274.58322,271.28012,286.48538,289.4132,278.48746,269.31204,267.61548,265.77304,270.75037,262.20312
01/10/2021,275.62384,272.1735,287.69565,290.38217,279.45178,270.00427,268.76276,267.04025,271.6905,263.44943
01/11/2021,277.15442,273.7083,289.15518,292.0391,280.78445,271.0472,270.14774,268.40143,273.1353,264.8191
01/12/2021,278.58405,274.8886,290.5742,293.2543,281.83154,271.74918,271.39618,269.73856,274.24814,266.05344
01/01/2022,279.9227,276.01096,291.90393,294.4405,282.84262,272.64435,272.65982,271.09253,275.3933,267.24228
